Client_ID,Sexe,Age,Navigateur,OS,Pays,Geolocalisation,Campagne,Moyenne_Pages_Visitees,Haut_Revenu
0tg8t6,F,,Chrome,MacOS X,Norway,5.3247 60.3911,FALSE,10,FALSE
106823,F,46,Firefox,Windows,United States,-123.0547 44.0364,FALSE,9,FALSE
113433,M,41,Chrome,Windows,China,116.3883 39.9289,FALSE,10,FALSE
123042,F,61,Chrome,Windows,United States,-121.9621 37.5497,FALSE,15,FALSE
131603,F,19,Chrome,Windows,United States,-118.244 34.0544,FALSE,9,FALSE
140004,F,31,Chrome,Windows,United States,-73.9972 40.7517,FALSE,11,FALSE
147563,M,62,Chrome,Windows,Australia,143.2104 -33.494,FALSE,11,FALSE
157425,F,52,Edge,Windows,France,5.9328 45.3263,FALSE,10,FALSE
165440,F,29,Chrome,Windows,China,116.3883 39.9289,TRUE,14,FALSE
173007,M,37,Chrome,Windows,Brazil,-43.2192 -22.8305,TRUE,7.6666666667,FALSE
180240,M,,Firefox,Windows,United States,-97.822 37.751,FALSE,10,FALSE
187195,M,61,Chrome,Windows,United States,-78.6253 35.7977,TRUE,10.3333333333,FALSE
194092,M,72,Firefox,Windows,Australia,143.2104 -33.494,FALSE,7,FALSE
1l1aft,,18,Chrome,MacOS X,United States,-122.3558 37.526,TRUE,9,FALSE
203826,M,22,Chrome,Windows,Australia,151.1982 -33.8612,FALSE,15,FALSE
214161,F,31,Firefox,Windows,Portugal,-9.1394 38.7139,FALSE,14,FALSE
221068,,70,Chrome,MacOS X,Hong Kong,114.15 22.291,FALSE,9,FALSE
229504,M,15,Chrome,Windows,France,2.5627 48.8498,TRUE,16,FALSE
237262,F,34,Chrome,Windows,United Kingdom,-0.1224 51.4964,FALSE,10,FALSE
244412,F,43,Safari,MacOS X,United Kingdom,-0.1224 51.4964,FALSE,14,FALSE
253156,M,66,Chrome,MacOS X,Kuwait,47.6581 29.3375,FALSE,17,FALSE
260519,F,52,Chrome,Windows,Austria,13.044 47.7994,FALSE,14,FALSE
26cb37,M,67,Edge,Windows,Taiwan,121 23.5,FALSE,10.5,TRUE
276346,F,46,Chrome,Windows,Taiwan,121 23.5,FALSE,12.25,FALSE
284919,M,55,Firefox,Windows,United States,-90.3829 38.789,FALSE,10,FALSE
293055,,69,Chrome,Windows,Switzerland,8.55 47.3667,TRUE,12,FALSE
299543,,22,Chrome,Windows,United States,-121.9552 37.3541,FALSE,12,FALSE
2xoqvh,F,29,Firefox,Windows,Russia,37.6068 55.7386,FALSE,6,FALSE
307310,F,44,Firefox,Windows,Japan,139.69 35.69,FALSE,9.6666666667,FALSE
315030,F,49,Safari,MacOS X,,,FALSE,10.5,FALSE
323779,M,74,IE,Windows,Australia,115.7699 -31.7873,FALSE,6,FALSE
331322,M,30,Firefox,Windows,France,2.3387 48.8582,TRUE,14,FALSE
340475,F,24,Chrome,Windows,United States,-77.5757 37.5949,TRUE,19,FALSE
349884,F,76,Chrome,Windows,United States,-97.822 37.751,FALSE,8,FALSE
356917,M,21,Edge,Windows,Finland,24.9375 60.1708,FALSE,10,FALSE
363732,F,64,Firefox,Windows,Albania,20 41,TRUE,10,FALSE
370527,M,29,Chrome,MacOS X,China,116.3883 39.9289,FALSE,13,FALSE
378581,M,52,Chrome,Windows,Netherlands,5.1191 52.0938,FALSE,9,FALSE
386286,,66,Chrome,Windows,Republic of Korea,126.7317 37.4536,FALSE,8.6666666667,FALSE
394276,M,33,Chrome,Windows,United States,-117.1649 32.8072,FALSE,10,FALSE
3jy1hl,M,75,Chrome,Windows,Belgium,4.35 50.85,FALSE,13,FALSE
404219,F,32,Chrome,Windows,United States,-74.0104 40.7087,FALSE,11,FALSE
411202,F,68,Safari,MacOS X,Germany,9.491 51.2993,FALSE,7.25,TRUE
418164,F,67,Chrome,Windows,United States,-97.822 37.751,FALSE,11.5,FALSE
426869,F,24,Chrome,Windows,United States,-86.7806 35.9985,FALSE,10,FALSE
434748,F,57,Chrome,Windows,United States,-80.3839 25.8588,FALSE,10,FALSE
441532,,36,Chrome,Windows,Brazil,-43.1844 -22.5108,FALSE,11.3333333333,FALSE
449849,M,33,Chrome,Windows,United States,-76.8844 40.2737,TRUE,16,FALSE
457991,,61,Chrome,Windows,United States,-97.822 37.751,FALSE,11.25,FALSE
465166,F,19,Firefox,Windows,Republic of Korea,126.9743 37.5111,FALSE,10.5,FALSE
471708,F,65,Chrome,Windows,United Kingdom,-0.1224 51.4964,FALSE,12,FALSE
47rt4c,M,37,Chrome,Windows,Japan,139.69 35.69,FALSE,16,FALSE
489599,M,52,Chrome,Windows,United Kingdom,-1.1667 52.9667,FALSE,10.3333333333,FALSE
495710,M,,Chrome,Windows,United States,-77.6843 43.286,FALSE,9.5,FALSE
4nrxa9,M,63,Chrome,Windows,United States,-90.7789 38.9905,FALSE,10.5,FALSE
505725,M,37,Chrome,Windows,United States,-97.822 37.751,FALSE,19,FALSE
513904,M,37,Firefox,Windows,United Kingdom,-1.5667 54.7667,FALSE,10.75,FALSE
520074,M,55,Firefox,Windows,United Kingdom,-0.0955 51.5092,FALSE,11.2,FALSE
527465,F,22,Chrome,Windows,Japan,139.7677 35.6427,TRUE,15,FALSE
538353,M,26,Chrome,Windows,United States,-84.1803 33.9058,FALSE,13,FALSE
546510,M,31,Chrome,Windows,Japan,139.5588 35.6345,FALSE,9,FALSE
553413,,35,Chrome,Windows,Japan,139.7677 35.6427,TRUE,9.4,FALSE
561463,F,,Chrome,Windows,India,77.2 28.6,TRUE,12,FALSE
569613,M,45,Chrome,Windows,United States,-84.0261 31.5126,FALSE,8.3333333333,FALSE
579476,F,49,Firefox,Linux,United States,-74.4637 40.5516,TRUE,9,FALSE
588482,F,,Chrome,Windows,,0 0,FALSE,12,FALSE
597396,M,41,Firefox,Windows,Germany,7.3106 51.4925,FALSE,14,FALSE
5s7r37,M,65,Chrome,MacOS X,Germany,9.491 51.2993,FALSE,8.5,FALSE
606470,F,57,Chrome,Windows,United States,-84.3689 37.9952,FALSE,12,FALSE
614322,M,59,Chrome,Windows,Germany,7.85 48,TRUE,8.6,FALSE
622025,F,61,Safari,MacOS X,Australia,153.0215 -27.4732,TRUE,10.25,FALSE
629635,M,,Edge,Windows,France,4.9026 48.5831,FALSE,13,FALSE
638595,F,66,Chrome,Windows,Germany,10.7854 49.4134,FALSE,11,FALSE
648113,,61,IE,Windows,United States,-97.822 37.751,TRUE,10.75,TRUE
655395,F,64,Firefox,Windows,China,118.7778 32.0617,TRUE,10.6666666667,FALSE
663654,M,48,Chrome,Windows,Netherlands,6.55 53.2167,FALSE,14.5,FALSE
670974,F,69,Chrome,Windows,United Kingdom,-1.2333 51.7667,FALSE,9.25,FALSE
681518,M,43,Firefox,MacOS X,Denmark,12.0564 55.7123,TRUE,11,FALSE
690710,F,16,Safari,MacOS X,Canada,-79.3978 43.75,FALSE,11,FALSE
698802,M,,Chrome,MacOS X,Spain,-0.7505 41.3032,TRUE,9.25,FALSE
6wxyhs,M,52,Chrome,Windows,Brazil,-43.2192 -22.8305,FALSE,15,FALSE
705922,F,28,Chrome,Windows,China,118.7778 32.0617,FALSE,7,FALSE
713416,F,62,Safari,MacOS X,Italy,9.1262 45.5756,FALSE,12,TRUE
721767,M,37,Chrome,Windows,China,116.9972 36.6683,FALSE,19,FALSE
731094,M,39,Edge,Windows,United States,-77.4728 39.0481,TRUE,8.3333333333,FALSE
739901,M,58,Chrome,Windows,United States,-117.1324 32.8073,FALSE,14,FALSE
749k4h,M,41,Chrome,Windows,United States,-73.9139 40.8529,TRUE,11.6666666667,FALSE
758639,F,44,Chrome,Windows,United States,-95.2676 29.6235,FALSE,11,FALSE
765903,M,,Chrome,Windows,France,2.3387 48.8582,TRUE,8,FALSE
772761,F,31,Chrome,Windows,United States,-86.0886 39.7139,FALSE,14,FALSE
780191,M,,IE,Windows,Brazil,-43.7075 -22.7439,TRUE,17,FALSE
788341,F,35,Firefox,Windows,United States,-97.822 37.751,FALSE,8,FALSE
796203,M,54,Firefox,Windows,China,113.7266 34.7725,TRUE,11.5,FALSE
7q9bl8,F,35,Chrome,Windows,France,2.3387 48.8582,TRUE,10,FALSE
804515,F,38,Chrome,Windows,Ukraine,32.0621 49.4285,FALSE,8.5,FALSE
814952,M,47,Firefox,Linux,Taiwan,121 23.5,FALSE,11.3333333333,TRUE
821974,F,32,Chrome,MacOS X,United States,-71.517 42.4917,TRUE,14,FALSE
829857,F,47,Chrome,Windows,Netherlands,5.3399 51.9801,FALSE,13,FALSE
837389,F,41,Chrome,Windows,United States,-77.1922 38.864,FALSE,13.5,FALSE
844899,F,52,Firefox,MacOS X,China,113.7266 34.7725,TRUE,11.6,FALSE
852981,F,49,Chrome,Windows,Greece,22.9439 40.6403,TRUE,12.25,FALSE
860219,M,49,Chrome,Windows,Greece,23.7333 37.9833,TRUE,9.4,FALSE
867868,F,31,Chrome,MacOS X,Canada,-113.2854 54.7169,FALSE,14.5,FALSE
876z04,F,,Chrome,Windows,Egypt,31.223 30.0355,FALSE,10,FALSE
883222,F,25,Safari,MacOS X,China,113.7266 34.7725,FALSE,18,FALSE
892263,M,59,Safari,MacOS X,United States,-122.0778 37.551,TRUE,11.5,FALSE
899803,F,66,Chrome,Linux,United States,-97.822 37.751,FALSE,19,FALSE
8ythge,,57,Chrome,MacOS X,Mexico,-97.45 20.55,FALSE,14,FALSE
907651,,71,Chrome,Windows,Russia,37.6184 55.7485,TRUE,9,FALSE
915570,F,14,Firefox,MacOS X,United States,-86.5861 34.7304,TRUE,12,FALSE
921085,,53,Edge,Windows,Japan,139.69 35.69,FALSE,8,FALSE
929671,M,39,Chrome,MacOS X,Germany,9.491 51.2993,FALSE,14.5,FALSE
938649,M,62,Safari,MacOS X,,,FALSE,13.5,FALSE
946102,M,38,Edge,Windows,Australia,143.2104 -33.494,FALSE,9.5,FALSE
954858,F,55,Chrome,MacOS X,Poland,21.0362 52.2394,FALSE,8,FALSE
962212,M,41,Chrome,Windows,Sweden,18.056 59.3247,TRUE,10.4,TRUE
969500,M,41,Chrome,Windows,Croatia,16.3317 45.0908,TRUE,10,FALSE
978076,M,25,Safari,MacOS X,United States,-122.1206 47.6801,TRUE,11.6666666667,FALSE
985654,M,59,Firefox,Windows,United States,-98.4936 29.4241,FALSE,13,FALSE
992376,M,68,Chrome,Windows,Germany,7.4378 51.5198,FALSE,14.6666666667,TRUE
999160,M,52,Chrome,Windows,China,113.1136 28.1792,FALSE,9.6,FALSE
a3du5p,M,36,Firefox,MacOS X,United States,-77.0177 38.9085,TRUE,14,FALSE
aqrciq,,71,Chrome,MacOS X,Japan,139.69 35.69,FALSE,6,FALSE
bg7495,M,23,IE,Windows,Netherlands,4.8995 52.3824,FALSE,13,FALSE
cdkot1,M,68,IE,Windows,Taiwan,121.4966 25.0418,FALSE,15,FALSE
d51zjf,M,21,Chrome,Windows,Ghana,-2 8,FALSE,7,FALSE
dzes2s,M,31,Chrome,Linux,Portugal,-9.0875 38.8463,FALSE,9,FALSE
enni98,F,74,Chrome,Windows,Ukraine,30.5233 50.45,FALSE,15.5,FALSE
fdh024,M,73,Chrome,MacOS X,United States,-122.1826 37.3762,TRUE,6,FALSE
g4tek9,F,,Chrome,Windows,Netherlands,4.8995 52.3824,FALSE,14,FALSE
gy42u2,F,70,Chrome,Windows,South Africa,28.0833 -26.2,FALSE,16,FALSE
hr1igq,,,Chrome,Windows,United States,-87.6376 41.8824,TRUE,11.25,FALSE
iin41k,F,65,Safari,MacOS X,Vietnam,105.85 21.0333,FALSE,13,FALSE
j5uc8n,F,,Chrome,Windows,Syria,38 35,FALSE,14,FALSE
ju2q2q,F,17,Chrome,Windows,United States,-97.822 37.751,FALSE,14,FALSE
kepkcn,M,70,Firefox,Windows,United States,-77.0146 38.8933,FALSE,13.5,FALSE
ldmne5,M,65,IE,Windows,United States,-97.822 37.751,TRUE,5,FALSE
m6ftj0,F,39,Chrome,Windows,United States,-71.123 42.366,FALSE,13,FALSE
mwu58q,,48,Chrome,MacOS X,United States,-77.2223 38.9499,TRUE,11.6666666667,FALSE
nx7ove,F,58,Chrome,Windows,China,118.0819 24.4798,FALSE,14,FALSE
ol7dz2,,31,Chrome,Windows,Brazil,-46.6289 -23.5464,TRUE,9.5,FALSE
pbh4o5,,45,Chrome,Windows,China,116.3883 39.9289,TRUE,7.75,FALSE
q04ix0,M,23,Chrome,Windows,United States,-96.9398 32.8795,FALSE,12,FALSE
qnmapc,M,29,Chrome,Windows,United States,-92.402 38.8817,FALSE,14,FALSE
raevyo,F,23,Chrome,Windows,Tunisia,9 34,FALSE,11.5,FALSE
s0y3sg,M,56,Chrome,Windows,Panama,-80 9,FALSE,15,FALSE
sszvy6,F,64,Chrome,MacOS X,Italy,12.1097 43.1479,TRUE,7.75,FALSE
tukhju,F,63,Chrome,Windows,Japan,139.7677 35.6427,FALSE,11.5,FALSE
uhkmug,F,71,Firefox,Windows,United States,-97.822 37.751,FALSE,17,FALSE
v9daxs,M,73,Chrome,Windows,United States,-98.2265 39.6624,FALSE,13,FALSE
w2ydim,F,33,Chrome,Windows,Japan,139.7677 35.6427,FALSE,10,FALSE
wtl3v7,M,,Firefox,Windows,United States,-97.822 37.751,TRUE,14,FALSE
xczgqc,,55,Chrome,Windows,Germany,9.491 51.2993,FALSE,11,FALSE
y154vr,M,17,Chrome,Windows,Russia,82.9089 58.3131,FALSE,11,FALSE
ymntkx,,57,Chrome,MacOS X,United States,-73.9339 40.6485,FALSE,13,FALSE
zjohds,M,61,Safari,MacOS X,United States,-73.7437 41.0057,FALSE,6,FALSE
2402,,35,Safari,MacOS X,United States,-103.858 44.4667,FALSE,9,FALSE
10681,F,20,Chrome,MacOS X,United Kingdom,-0.1224 51.4964,FALSE,15,FALSE
18303,,44,Chrome,Windows,Russia,37.6068 55.7386,FALSE,10,FALSE
27873,M,15,Chrome,Linux,Germany,9.491 51.2993,FALSE,9.5,FALSE
34495,F,51,Chrome,MacOS X,,,FALSE,11,FALSE
42604,F,,Chrome,Windows,United States,-86.1665 39.7851,FALSE,10,FALSE
51906,F,58,Chrome,Windows,Japan,135.52 34.6864,FALSE,15,FALSE
61327,,16,Firefox,MacOS X,Ukraine,32.0621 49.4285,FALSE,15,FALSE
70337,F,52,Firefox,Windows,South Africa,24 -29,FALSE,13,FALSE
77755,M,69,Chrome,Windows,Sweden,18.056 59.3247,TRUE,9.6,FALSE
85344,F,,Chrome,Windows,Bulgaria,23.3333 42.7,TRUE,13,FALSE
93063,M,32,Chrome,Windows,Norway,10.7487 59.905,TRUE,10.5,FALSE
0boxo0,M,56,Chrome,Linux,Czechia,14.4667 50.0833,TRUE,8,TRUE
0y2238,,63,Chrome,Windows,United States,-97.822 37.751,FALSE,14.5,FALSE
107274,F,59,Firefox,MacOS X,United States,-76.6859 39.5483,TRUE,11.4,FALSE
113533,M,25,Firefox,Windows,United States,-97.822 37.751,FALSE,16,FALSE
123399,F,45,Chrome,Windows,United States,-75.5588 42.5452,FALSE,9,FALSE
131918,M,50,Edge,Windows,Brazil,-46.6289 -23.5464,TRUE,9.6666666667,FALSE
140272,M,17,Firefox,Linux,China,104.0667 30.6667,FALSE,11,FALSE
147739,M,,Firefox,Windows,Canada,-106.6345 52.1168,FALSE,13,FALSE
157754,M,60,Safari,MacOS X,Canada,-73.5501 45.4594,TRUE,9.4285714286,TRUE
165631,F,52,Chrome,Windows,Germany,9.491 51.2993,FALSE,11.5,FALSE
173164,M,39,Safari,MacOS X,China,113.25 23.1167,FALSE,10.5,FALSE
180436,F,22,Firefox,Windows,United States,-97.822 37.751,FALSE,13,FALSE
187385,F,36,Chrome,MacOS X,Saudi Arabia,46.7152 24.6537,FALSE,10,FALSE
194176,M,68,Chrome,MacOS X,China,116.9972 36.6683,FALSE,12.6666666667,FALSE
1gh6o1,F,47,Chrome,Windows,United States,-122.3933 37.7697,TRUE,13,FALSE
201202,F,31,Chrome,Windows,United States,-110.3607 31.5273,FALSE,12,FALSE
209920,M,36,Chrome,Windows,China,113.25 23.1167,TRUE,13,FALSE
218063,F,75,Chrome,Windows,United Kingdom,-0.0955 51.5092,TRUE,15,FALSE
225009,,26,Chrome,Linux,Chile,-70.6682 -33.4625,FALSE,10,FALSE
233258,F,62,Firefox,Windows,France,3.1746 50.6942,FALSE,9,FALSE
241682,M,45,Chrome,MacOS X,Japan,139.7677 35.6427,FALSE,9.5,FALSE
249839,M,53,Chrome,Windows,Germany,11.3167 50.9833,FALSE,10.3333333333,FALSE
258723,F,75,Firefox,Windows,United States,-96.8772 29.9409,FALSE,14,FALSE
266858,M,60,Chrome,Windows,United States,-105.1396 40.524,FALSE,12,FALSE
274898,F,70,Chrome,MacOS X,United States,-97.822 37.751,FALSE,10,FALSE
281743,F,53,Chrome,Windows,Iran,51.4231 35.6961,FALSE,11,FALSE
291013,F,66,Safari,MacOS X,Australia,143.2104 -33.494,FALSE,15,FALSE
297169,M,,Safari,MacOS X,Japan,133.65 34.1167,FALSE,20,FALSE
2yi9fj,M,62,Chrome,MacOS X,China,123.4328 41.7922,FALSE,13.5,FALSE
307759,F,70,Edge,Windows,United States,-119.213 45.8504,TRUE,11,FALSE
315231,F,15,Edge,Windows,Italy,12.1097 43.1479,FALSE,9,FALSE
324079,M,60,Chrome,Windows,United States,-79.8577 32.8488,FALSE,10,FALSE
330687,F,29,Edge,Windows,Italy,12.1097 43.1479,TRUE,9.4,FALSE
33e51w,,57,Chrome,Windows,Egypt,31.2859 30.0771,TRUE,13.3333333333,TRUE
349243,M,65,Safari,MacOS X,Russia,113.55 52.0333,FALSE,10,FALSE
356777,M,23,Chrome,Windows,Switzerland,7.1547 46.7957,FALSE,20,FALSE
363333,F,,Safari,MacOS X,United States,-74.3224 40.5754,FALSE,10.5,FALSE
36wuud,F,74,Chrome,Windows,United States,-97.822 37.751,TRUE,12,FALSE
378083,F,66,Chrome,Windows,United States,-117.1649 32.8072,FALSE,12,FALSE
385254,M,,Safari,MacOS X,United States,-97.822 37.751,TRUE,10,TRUE
392224,M,55,Firefox,Linux,Malaysia,112.5 2.5,FALSE,11,FALSE
3dtnxx,,,Safari,MacOS X,United States,-112.1857 33.6669,FALSE,8,FALSE
403487,F,67,Chrome,Windows,Republic of Korea,126.9741 37.5112,FALSE,13,FALSE
410737,F,34,Firefox,Windows,Taiwan,121 23.5,TRUE,10,FALSE
417169,M,45,Firefox,Linux,United States,-78.3875 36.6676,FALSE,14,FALSE
426512,F,,Chrome,MacOS X,Netherlands,5.1191 52.0938,FALSE,12.3333333333,FALSE
434039,M,,Chrome,Windows,Romania,20.75 46.1667,TRUE,7.8571428571,FALSE
442064,M,,Chrome,Windows,Canada,-75.8265 45.3433,FALSE,11.3333333333,FALSE
44xo9u,F,40,Chrome,Windows,United States,-110.3607 31.5273,FALSE,16,FALSE
458428,F,63,Chrome,Windows,United States,-84.1971 43.6129,FALSE,13,FALSE
465565,F,36,Chrome,Windows,China,113.25 23.1167,TRUE,8.1428571429,TRUE
473821,M,44,Chrome,MacOS X,United States,-110.3607 31.5273,TRUE,8.5,FALSE
481734,F,35,Safari,MacOS X,Germany,9.491 51.2993,FALSE,13,FALSE
490953,F,66,Chrome,Windows,United States,-97.822 37.751,FALSE,7,FALSE
496907,M,,Chrome,Windows,United Kingdom,-0.0955 51.5092,FALSE,11,FALSE
500834,M,53,Chrome,Windows,United States,-111.6761 40.2968,FALSE,11.5,FALSE
50qm7m,M,67,Firefox,Windows,Japan,139.69 35.69,FALSE,11,FALSE
517241,M,51,Chrome,Windows,,,TRUE,10.8571428571,FALSE
524449,M,57,Chrome,Windows,Brazil,-46.6289 -23.5464,FALSE,9.3333333333,FALSE
534932,,51,Chrome,Windows,Canada,-79.3577 43.8015,TRUE,9.4,FALSE
542499,F,73,IE,Windows,Switzerland,7.6115 47.5175,TRUE,8,FALSE
550575,M,55,Chrome,Windows,Denmark,10.262 56.4893,TRUE,11.75,FALSE
559842,M,,Firefox,Windows,Republic of Korea,126.9741 37.5112,TRUE,12.6666666667,TRUE
568737,F,71,Chrome,Windows,United States,-97.822 37.751,TRUE,9.6,FALSE
578515,M,49,Chrome,Windows,South Africa,27.9759 -26.0991,TRUE,13.6666666667,FALSE
588537,F,,Firefox,MacOS X,United States,-91.1797 30.6379,TRUE,15,FALSE
595180,M,64,Firefox,Windows,Mexico,-98.23 21.2697,FALSE,10.4444444444,TRUE
5mppej,F,,Chrome,Windows,Japan,139.7677 35.6427,TRUE,8.5,FALSE
606189,M,19,Chrome,Linux,Hong Kong,114.15 22.2833,FALSE,12,FALSE
613727,F,45,Chrome,MacOS X,United States,-74.4026 40.8597,TRUE,9.1428571429,TRUE
621183,,43,Chrome,Windows,United States,-86.542 35.9593,TRUE,9.8333333333,FALSE
628857,M,19,Firefox,Windows,Japan,139.0764 35.9903,FALSE,10,FALSE
637761,,74,Chrome,MacOS X,Canada,-75.8265 45.3433,FALSE,13,FALSE
647315,M,56,Chrome,Windows,Republic of Korea,128.5911 35.8703,FALSE,7,FALSE
654808,M,34,Firefox,Windows,,,TRUE,11.5,FALSE
663259,,,Firefox,Windows,United States,-84.9592 38.2357,FALSE,11,FALSE
670189,M,38,Chrome,Windows,Russia,37.6068 55.7386,FALSE,13,FALSE
680695,F,57,Chrome,Windows,Japan,137.15 35.0833,FALSE,16,FALSE
689555,F,68,Chrome,Windows,United States,-74.3224 40.5754,TRUE,8.4,FALSE
698013,F,46,Chrome,Linux,Greece,20.8508 39.6675,FALSE,11.6666666667,FALSE
6kvmv0,M,62,Chrome,Windows,China,126.65 45.75,FALSE,12.5,FALSE
706289,F,50,Chrome,Windows,China,116.3883 39.9289,FALSE,11.6666666667,FALSE
713985,F,68,Chrome,Linux,Germany,8.7 49.4167,TRUE,8.5,FALSE
722643,F,64,Edge,Windows,China,119.6442 29.1068,FALSE,15,FALSE
731273,M,74,Chrome,Windows,Malaysia,101.5169 3.0544,FALSE,9,FALSE
740033,M,45,Chrome,Windows,United States,-83.4341 33.941,TRUE,8.4,TRUE
74xb3j,F,49,Chrome,Windows,India,77 20,TRUE,12,FALSE
758862,M,49,Chrome,Windows,Russia,56.25 58,FALSE,18,FALSE
766472,F,66,Chrome,MacOS X,China,113.25 23.1167,FALSE,12,FALSE
773766,M,,Chrome,MacOS X,Italy,12.4833 41.9,FALSE,10,FALSE
781209,M,34,Chrome,MacOS X,Germany,8.6095 50.1184,TRUE,10.6666666667,FALSE
789917,F,40,Chrome,Windows,Japan,139.7677 35.6427,TRUE,8.75,FALSE
797630,F,74,Chrome,Windows,United States,-118.4015 34.4065,TRUE,12,FALSE
7xehc3,F,73,Chrome,MacOS X,United States,-111.9093 33.4148,TRUE,12.5,FALSE
806131,F,24,Chrome,Windows,Nigeria,3.3958 6.4531,TRUE,17,FALSE
817908,F,29,Safari,MacOS X,Belgium,4.3333 50.8333,TRUE,15,FALSE
824401,M,47,Chrome,MacOS X,China,113.25 23.1167,FALSE,9.5,TRUE
832482,F,53,Chrome,Windows,Israel,34.75 31.5,FALSE,13,FALSE
840643,F,68,Chrome,Windows,China,87.6005 43.801,FALSE,12,FALSE
848194,F,46,Chrome,Windows,Republic of Korea,126.9741 37.5112,TRUE,8.125,TRUE
856144,,30,Chrome,Windows,United States,-75.3937 40.0902,FALSE,12,FALSE
862688,F,25,Safari,MacOS X,United States,-80.1009 26.311,TRUE,11.3333333333,FALSE
870837,F,71,Firefox,Windows,Israel,34.75 31.5,FALSE,18,FALSE
879066,M,40,Chrome,Windows,France,0.1877 49.5452,TRUE,10.4,FALSE
886816,M,61,Safari,MacOS X,Republic of Korea,126.9741 37.5112,FALSE,9.5,FALSE
893075,M,31,Chrome,Windows,United States,-97.822 37.751,TRUE,15,FALSE
8bk9qn,F,26,Chrome,MacOS X,Turkey,28.5382 41.0128,FALSE,8,FALSE
900868,M,40,Chrome,MacOS X,Egypt,31.2859 30.0771,FALSE,16,FALSE
909559,M,48,Chrome,Windows,Italy,12.1097 43.1479,FALSE,15,FALSE
916471,M,26,Chrome,Windows,Russia,104.2964 52.2978,FALSE,5,FALSE
925273,M,47,Firefox,Windows,United States,-122.0318 38.0033,FALSE,9.5,FALSE
933251,M,,Chrome,Windows,Argentina,-65.175 -24.2028,FALSE,13,FALSE
941775,,19,Chrome,Windows,United Kingdom,-0.1224 51.4964,FALSE,16,FALSE
949793,,68,Chrome,Linux,China,120.4586 41.5703,FALSE,9.4,TRUE
957778,F,31,Chrome,MacOS X,Brazil,-43.2192 -22.8305,FALSE,8,FALSE
965837,M,52,Chrome,Windows,Republic of Korea,126.9741 37.5112,FALSE,11.6666666667,FALSE
972854,F,62,Chrome,Windows,Japan,139.69 35.69,FALSE,4,FALSE
981072,F,,Chrome,Windows,,,TRUE,14,FALSE
988729,F,63,Chrome,Linux,Gabon,11.75 -1,TRUE,10.2,FALSE
994854,F,39,Chrome,Windows,United States,-97.822 37.751,FALSE,9,FALSE
9hr6gv,M,53,Safari,MacOS X,United States,-76.0192 36.9205,FALSE,9.5,FALSE
a7u5dg,F,25,IE,Windows,Hong Kong,114.15 22.291,FALSE,18,FALSE
axzsiw,F,67,Chrome,MacOS X,South Africa,24 -29,TRUE,12.25,FALSE
bmdegd,F,73,Chrome,Windows,United States,-86.2539 32.404,FALSE,9,FALSE
cayo5g,F,,Chrome,Windows,United Kingdom,1.2189 52.6388,TRUE,13.5,FALSE
cxrtv5,M,,Chrome,Windows,United States,-81.4336 28.6185,FALSE,9.5,FALSE
dy4zy8,F,50,Chrome,Windows,United States,-110.3607 31.5273,TRUE,11,FALSE
ep912k,M,47,Chrome,MacOS X,United Kingdom,-0.0955 51.5092,FALSE,7.5,FALSE
fe2mui,F,32,Chrome,MacOS X,,,FALSE,7,FALSE
gdv28j,F,56,Chrome,Windows,United States,-97.822 37.751,TRUE,11,FALSE
gyepd3,F,67,Chrome,Windows,,,TRUE,12,FALSE
hviu9p,F,60,Chrome,Windows,Japan,139.69 35.69,TRUE,14.75,FALSE
ie7jxj,F,66,Chrome,MacOS X,United States,-97.822 37.751,TRUE,9.3333333333,FALSE
jbnxwa,F,27,Chrome,MacOS X,Taiwan,121 23.5,FALSE,8,FALSE
k4nlyj,F,70,Safari,MacOS X,Italy,15.1 37.5,FALSE,12,FALSE
l8c64t,M,,Firefox,Windows,Australia,143.2104 -33.494,TRUE,11,FALSE
ly54ux,M,,Chrome,Windows,United States,-111.8434 40.7649,FALSE,8.5,FALSE
mning5,F,53,Chrome,Windows,,,FALSE,14,TRUE
nn0fu1,F,36,Firefox,Linux,United States,-97.822 37.751,TRUE,12,FALSE
o6zn9i,F,33,Edge,Windows,United States,-79.647 36.9259,FALSE,14,FALSE
oxeyan,F,45,Chrome,Windows,United States,-83.1763 42.3223,TRUE,16,FALSE
pjh7co,F,,Chrome,Windows,United States,-97.822 37.751,FALSE,10.6666666667,FALSE
q39190,F,21,Chrome,Windows,United States,-97.822 37.751,TRUE,8,FALSE
qsj23o,F,65,Chrome,Linux,Egypt,31.2859 30.0771,FALSE,10,FALSE
rl8boa,F,34,Safari,MacOS X,United States,-110.3607 31.5273,TRUE,10,FALSE
sadsyp,M,48,Chrome,Windows,Sweden,18.056 59.3247,FALSE,12.5,FALSE
syti54,M,,Chrome,Windows,United States,-118.2987 33.7866,FALSE,12.5,FALSE
tv5ngo,,36,Safari,MacOS X,Germany,9.491 51.2993,FALSE,10,FALSE
ukomed,,17,Chrome,MacOS X,United States,-97.822 37.751,FALSE,10,FALSE
vjfwqb,M,75,Chrome,Windows,Republic of Korea,126.9743 37.5111,TRUE,16,FALSE
w76la4,M,65,Chrome,Windows,United Kingdom,-0.0955 51.5092,TRUE,11.5,FALSE
wq0vxn,M,50,Chrome,Windows,United States,-122.1206 47.6801,FALSE,12,FALSE
